Nom_client,Prénom,RIB,Numéro de compte,CIN,Solde,Consultation opérations,Agence,Date,VL,Nombre dactions
Ben Hammouda,Ammar,98540552222691991296,86144645822,22423262,93998.541,souscription,L'AOUINA,2024-11-03,104.559,899
Ben Hammouda,Ammar,98540552222691991296,86144645822,22423262,5675.02,rachat,L'AOUINA,2020-06-29,109.135,52
Ben Hammouda,Ammar,98540552222691991296,86144645822,22423262,24146.892,rachat,L'AOUINA,2019-04-20,104.532,231
Ben Hammouda,Mohamed,25810923429116891666,16315191606,60393453,0.0,rachat,MANOUBA,2023-04-11,110.507,0
Ben Hammouda,Mohamed,25810923429116891666,16315191606,60393453,11801.415,souscription,MANOUBA,2015-03-19,102.621,115
Ben Hammouda,Mohamed,25810923429116891666,16315191606,60393453,80226.18,souscription,MANOUBA,2025-02-12,102.46,783
Ben Hammouda,Mohamed,25810923429116891666,16315191606,60393453,97495.66,souscription,MANOUBA,2023-08-04,101.77,958
Ben Hammouda,Mohamed,25810923429116891666,16315191606,60393453,24410.136,rachat,MANOUBA,2025-10-13,107.062,228
Ben Hammouda,Souhail,05010498500182046504,17343444262,59736208,94307.777,souscription,BARDO,2023-04-22,109.279,863
Ben Hammouda,Souhail,05010498500182046504,17343444262,59736208,65443.848,souscription,BARDO,2017-05-13,100.374,652
Ben Hammouda,Souhail,05010498500182046504,17343444262,59736208,98917.65,souscription,BARDO,2023-06-14,102.825,962
Ben Hammouda,Souhail,05010498500182046504,17343444262,59736208,7093.893,souscription,BARDO,2020-02-26,105.879,67
Ben Hammouda,Souhail,05010498500182046504,17343444262,59736208,25595.05,souscription,BARDO,2021-01-21,109.85,233
Ben JILLI,Sami,46896630730473772820,15651323468,31338804,53376.114,souscription,MONTPLAISIR,2016-10-24,103.242,517
Ben JILLI,Sami,46896630730473772820,15651323468,31338804,11803.332,souscription,MONTPLAISIR,2024-05-25,103.538,114
Ben JILLI,Sami,46896630730473772820,15651323468,31338804,64737.445,rachat,MONTPLAISIR,2019-01-22,102.595,631
Ben JILLI,Sami,46896630730473772820,15651323468,31338804,0.0,rachat,MONTPLAISIR,2020-03-30,110.211,0
Ben Jemâa,Salma,72064460794799469215,58827365753,92132364,31629.732,souscription,MEGRINE,2024-07-02,108.321,292
Ben Jemâa,Salma,72064460794799469215,58827365753,92132364,40503.06,souscription,MEGRINE,2019-11-04,103.854,390
Ben Jemâa,Salma,72064460794799469215,58827365753,92132364,41728.302,souscription,MEGRINE,2025-07-02,106.722,391
Ben Jemâa,Salma,72064460794799469215,58827365753,92132364,30553.254,souscription,MEGRINE,2021-03-04,104.994,291
Ben Kara,Haythem,14020236440739410815,70364105428,92967226,0.0,rachat,SOUSSE SAHLOUL,2022-05-27,103.94,0
Ben Kara,Haythem,14020236440739410815,70364105428,92967226,0.0,rachat,SOUSSE SAHLOUL,2017-12-25,106.403,0
Ben Kara,Haythem,14020236440739410815,70364105428,92967226,0.0,rachat,SOUSSE SAHLOUL,2022-05-30,109.072,0
Ben Kara,Haythem,14020236440739410815,70364105428,92967226,0.0,rachat,SOUSSE SAHLOUL,2016-09-09,101.922,0
Ben Khlifa,Manel,34793326229445795077,78963335348,81070024,65634.184,souscription,LAC II,2014-12-22,106.549,616
Ben Khlifa,Manel,34793326229445795077,78963335348,81070024,63723.968,rachat,LAC II,2025-08-20,103.448,616
Ben Khlifa,Manel,34793326229445795077,78963335348,81070024,0.0,rachat,LAC II,2015-03-30,107.884,0
Ben Khlifa,Manel,34793326229445795077,78963335348,81070024,0.0,rachat,LAC II,2015-09-14,105.781,0
Ben Khlifa,Manel,34793326229445795077,78963335348,81070024,89786.88,souscription,LAC II,2020-01-31,103.92,864
Ben Mbarek,Mohamed,67046333561432656454,51708709812,75821156,0.0,rachat,NABEUL,2020-11-02,100.134,0
Ben Mbarek,Mohamed,67046333561432656454,51708709812,75821156,0.0,rachat,NABEUL,2022-11-18,101.999,0
Ben Mbarek,Mohamed,67046333561432656454,51708709812,75821156,6844.005,souscription,NABEUL,2019-12-03,108.635,63
Ben Mbarek,Mohamed,67046333561432656454,51708709812,75821156,47324.63,souscription,NABEUL,2016-07-20,101.555,466
Ben Mbarek,Mohamed,67046333561432656454,51708709812,75821156,53198.356,rachat,NABEUL,2019-12-17,100.564,529
Ben Messaoud,Mohamed,21983267164424135093,35663761784,3011927,6074.656,souscription,LA MARSA,2014-05-27,108.476,56
Ben Messaoud,Mohamed,21983267164424135093,35663761784,3011927,56042.19,souscription,LA MARSA,2015-04-13,103.59,541
Ben Messaoud,Mohamed,21983267164424135093,35663761784,3011927,24450.554,rachat,LA MARSA,2014-07-12,104.938,233
Ben Messaoud,Mohamed,21983267164424135093,35663761784,3011927,19096.353,souscription,LA MARSA,2018-03-14,107.889,177
Ben Messaoud,Mohamed,21983267164424135093,35663761784,3011927,55992.315,rachat,LA MARSA,2022-10-26,107.885,519
Ben N'jima,Nom,26567521602304921275,67326146031,71829108,0.0,rachat,SOUSSE SAHLOUL,2023-05-17,109.172,0
Ben N'jima,Nom,26567521602304921275,67326146031,71829108,101069.124,souscription,SOUSSE SAHLOUL,2020-07-18,106.613,948
Ben N'jima,Nom,26567521602304921275,67326146031,71829108,9490.185,souscription,SOUSSE SAHLOUL,2024-06-15,102.045,93
Ben N'jima,Nom,26567521602304921275,67326146031,71829108,61832.04,souscription,SOUSSE SAHLOUL,2021-02-19,101.364,610
Ben N'jima,Nom,26567521602304921275,67326146031,71829108,67898.382,rachat,SOUSSE SAHLOUL,2016-05-01,110.046,617
Ben Othman,Kamel,04980033188185793118,41574078079,45686394,64092.498,souscription,LES BERGES DU LAC,2024-01-12,103.542,619
Ben Othman,Kamel,04980033188185793118,41574078079,45686394,60460.457,rachat,LES BERGES DU LAC,2016-09-09,110.531,547
Ben Othman,Kamel,04980033188185793118,41574078079,45686394,7514.208,rachat,LES BERGES DU LAC,2015-04-27,104.364,72
Ben Othman,Kamel,04980033188185793118,41574078079,45686394,73269.95,souscription,LES BERGES DU LAC,2019-09-04,109.85,667
Ben Othman,Kamel,04980033188185793118,41574078079,45686394,45321.78,souscription,LES BERGES DU LAC,2022-08-29,106.14,427
Ben Othman,Mohamed,66991109770783002448,64261207168,34338525,0.0,rachat,HRAIRIA,2015-11-26,110.683,0
Ben Othman,Mohamed,66991109770783002448,64261207168,34338525,16991.352,souscription,HRAIRIA,2023-04-19,101.139,168
Ben Othman,Mohamed,66991109770783002448,64261207168,34338525,17087.784,rachat,HRAIRIA,2016-12-22,101.713,168
Ben Othman,Mohamed,66991109770783002448,64261207168,34338525,94721.232,souscription,HRAIRIA,2024-02-16,103.861,912
Ben Othman,Mohamed,66991109770783002448,64261207168,34338525,89391.96,souscription,HRAIRIA,2022-06-06,106.419,840
Ben Othman,[257] Zied,34700883183508423087,50136894910,28387638,0.0,rachat,SFAX II,2023-04-30,102.54,0
Ben Othman,[257] Zied,34700883183508423087,50136894910,28387638,12087.42,souscription,SFAX II,2022-05-27,105.108,115
Ben Othman,[257] Zied,34700883183508423087,50136894910,28387638,1108.13,rachat,SFAX II,2019-11-12,110.813,10
Ben Othman,[257] Zied,34700883183508423087,50136894910,28387638,2731.05,rachat,SFAX II,2020-02-09,101.15,27
Ben Rached,Karim,87408074266862072774,99347053441,95490410,63461.025,souscription,EL MENZAH 4,2019-02-28,110.367,575
Ben Rached,Karim,87408074266862072774,99347053441,95490410,78067.342,souscription,EL MENZAH 4,2014-10-12,101.518,769
Ben Rached,Karim,87408074266862072774,99347053441,95490410,104615.21,souscription,EL MENZAH 4,2014-06-08,104.93,997
Ben Rached,Karim,87408074266862072774,99347053441,95490410,101592.058,souscription,EL MENZAH 4,2017-01-21,102.722,989
Ben Rached,Karim,87408074266862072774,99347053441,95490410,87367.531,souscription,EL MENZAH 4,2023-11-18,101.237,863
Ben Ramadan,Ali,58065203812119726721,92361740284,26243360,0.0,rachat,SOUSSE SAHLOUL,2022-08-07,110.849,0
Ben Ramadan,Ali,58065203812119726721,92361740284,26243360,88520.408,souscription,SOUSSE SAHLOUL,2023-02-11,104.882,844
Ben Ramadan,Ali,58065203812119726721,92361740284,26243360,10327.194,rachat,SOUSSE SAHLOUL,2022-02-28,101.247,102
Ben Ramadan,Ali,58065203812119726721,92361740284,26243360,62045.775,rachat,SOUSSE SAHLOUL,2025-03-03,102.555,605
Ben Romdhane,Habib,43884936539103305300,22354744914,56811904,19855.706,souscription,LES BERGES DU LAC,2023-11-27,102.349,194
Ben Romdhane,Habib,43884936539103305300,22354744914,56811904,15177.3,rachat,LES BERGES DU LAC,2025-11-23,101.182,150
Ben Romdhane,Habib,43884936539103305300,22354744914,56811904,4442.108,rachat,LES BERGES DU LAC,2014-10-07,100.957,44
Ben Romdhane,Habib,43884936539103305300,22354744914,56811904,1977.588,souscription,LES BERGES DU LAC,2021-06-04,109.866,18
Ben Romdhane,Habib,43884936539103305300,22354744914,56811904,1808.406,rachat,LES BERGES DU LAC,2015-04-21,100.467,18
Ben Romdhane,Habib,43884936539103305300,26998706679,75282341,0.0,rachat,BIZERTE,2024-03-28,102.582,0
Ben Romdhane,Habib,43884936539103305300,27633060993,32644155,0.0,rachat,SFAX,2020-03-30,109.541,0
Ben Romdhane,Habib,43884936539103305300,35513301247,22740364,0.0,rachat,NABEUL,2025-04-01,108.82,0
Ben Romdhane,Habib,43884936539103305300,70471179867,64754029,72237.14,souscription,CENTRALE CUN,2016-01-03,104.54,691
Ben Romdhane,Habib,49107200155231160605,26998706679,75282341,0.0,rachat,BIZERTE,2024-02-02,100.34,0
Ben Romdhane,Habib,81773001811566857510,35513301247,22740364,57911.836,souscription,NABEUL,2022-06-30,104.534,554
Ben Romdhane,Habib,95618990022063919458,70471179867,64754029,0.0,rachat,CENTRALE CUN,2021-09-05,107.113,0
Ben Romdhane,Habib,95618990022063919458,70471179867,64754029,0.0,rachat,CENTRALE CUN,2023-07-11,104.823,0
Ben Romdhane,Mohamed,12255922067139670352,37188109981,1620199,0.0,rachat,NABEUL,2022-06-24,101.262,0
Ben Romdhane,Mohamed,12255922067139670352,37188109981,1620199,0.0,rachat,NABEUL,2017-05-26,107.712,0
Ben Romdhane,Mohamed,12255922067139670352,37188109981,1620199,38720.284,souscription,NABEUL,2025-05-30,101.362,382
Ben Romdhane,Mohamed,12255922067139670352,37188109981,1620199,12416.214,rachat,NABEUL,2019-12-12,109.878,113
Ben Romdhane,Mohamed,12255922067139670352,37188109981,1620199,4619.274,souscription,NABEUL,2022-12-10,100.419,46
Ben Romdhane,Sonia,62544400293417181867,17017591164,99137139,0.0,rachat,MEGRINE,2020-02-29,107.688,0
Ben Romdhane,Sonia,62544400293417181867,17017591164,99137139,0.0,rachat,MEGRINE,2018-11-30,106.602,0
Ben Romdhane,Sonia,62544400293417181867,17017591164,99137139,0.0,rachat,MEGRINE,2015-10-22,106.565,0
Ben Romdhane,Sonia,62544400293417181867,17017591164,99137139,7897.084,souscription,MEGRINE,2019-08-25,103.909,76
Ben Romdhane,Sonia,62544400293417181867,17017591164,99137139,96746.556,souscription,MEGRINE,2014-10-08,110.694,874
Ben Said,Raouf,13572022433863252585,68950503744,31640796,4752.44,souscription,L'AOUINA,2020-10-21,108.01,44
Ben Said,Raouf,13572022433863252585,68950503744,31640796,16222.611,souscription,L'AOUINA,2014-02-09,102.029,159
Ben Said,Raouf,13572022433863252585,68950503744,31640796,20761.419,rachat,L'AOUINA,2019-01-31,102.273,203
Ben Said,Raouf,13572022433863252585,68950503744,31640796,43008.609,souscription,L'AOUINA,2018-07-18,107.791,399
Ben Said,Raouf,13572022433863252585,68950503744,31640796,51543.162,souscription,L'AOUINA,2018-04-27,100.474,513
Ben Said,Raouf,49706345408189185855,81602589163,99227753,0.0,rachat,SOUSSE SAHLOUL,2025-02-09,101.467,0
Ben Said,Raouf,49706345408189185855,81602589163,99227753,0.0,rachat,SOUSSE SAHLOUL,2015-01-13,110.589,0
Ben Said,Raouf,49706345408189185855,81602589163,99227753,0.0,rachat,SOUSSE SAHLOUL,2015-06-22,110.712,0
Ben Said,Raouf,49706345408189185855,81602589163,99227753,98909.25,souscription,SOUSSE SAHLOUL,2021-07-21,104.115,950
Ben Said,Raouf,49706345408189185855,81602589163,99227753,98076.936,rachat,SOUSSE SAHLOUL,2025-12-24,110.447,888
Ben Said,Raouf,81989413672031731559,16698607737,55975506,0.0,rachat,BOUMHEL,2017-10-08,105.191,0
Ben Said,Raouf,81989413672031731559,16698607737,55975506,67815.836,souscription,BOUMHEL,2021-10-28,107.987,628
Ben Said,Raouf,81989413672031731559,16698607737,55975506,62106.138,rachat,BOUMHEL,2017-12-04,103.338,601
Ben Said,Raouf,81989413672031731559,16698607737,55975506,2725.164,rachat,BOUMHEL,2022-08-13,100.932,27
Ben Said,Raouf,81989413672031731559,16698607737,55975506,33034.194,souscription,BOUMHEL,2019-05-15,110.853,298
Ben Salah,AMINE,02490224280399301052,52342341989,53044877,0.0,rachat,BEN AROUS,2019-08-31,105.618,0
Ben Salah,AMINE,07296949468409901587,55013207638,93370766,90119.844,souscription,BEJA,2014-02-09,108.972,827
Ben Salah,AMINE,07296949468409901587,55013207638,93370766,63711.128,rachat,BEJA,2016-01-06,105.482,604
Ben Salah,AMINE,08468800251900430321,41846838051,9453626,57702.4,souscription,MONASTIR,2018-06-18,103.04,560
Ben Salah,AMINE,12094854247145977483,70291175530,95751306,89062.995,souscription,NABEUL,2014-11-19,102.963,865
Ben Salah,AMINE,32093895509151234838,96750859007,85129501,0.0,rachat,BIZERTE,2016-08-22,106.492,0
Ben Salah,AMINE,41592391177954733400,13444309721,99095074,7064.33,souscription,LES BERGES DU LAC,2019-07-14,100.919,70
Ben Salah,AMINE,48734452419009613461,52565950263,95931811,0.0,rachat,BEN AROUS,2020-12-31,109.622,0
Ben Salah,AMINE,67197262619522864968,7491816756,56304173,0.0,rachat,LA MARSA,2014-10-04,103.204,0
Ben Salah,AMINE,67197262619522864968,7491816756,56304173,102409.69,souscription,LA MARSA,2021-08-30,105.577,970
Ben Salah,AMINE,76901302777554839608,49340045418,59687761,102297.52,souscription,KAIROUAN,2015-12-04,103.54,988
Ben Salah,Firas,02490224280399301052,52342341989,53044877,0.0,rachat,BEN AROUS,2020-09-09,101.458,0
Ben Salah,Firas,02490224280399301052,52342341989,53044877,0.0,rachat,BEN AROUS,2021-02-11,102.883,0
Ben Salah,Firas,07296949468409901587,55013207638,93370766,0.0,rachat,BEJA,2021-06-03,107.754,0
Ben Salah,Firas,08468800251900430321,41846838051,9453626,0.0,rachat,MONASTIR,2019-08-07,106.98,0
Ben Salah,Firas,08468800251900430321,41846838051,9453626,0.0,rachat,MONASTIR,2017-01-11,100.479,0
Ben Salah,Firas,12094854247145977483,70291175530,95751306,90409.008,souscription,NABEUL,2016-03-21,105.618,856
Ben Salah,Firas,12094854247145977483,70291175530,95751306,62340.948,souscription,NABEUL,2021-03-15,100.388,621
Ben Salah,Firas,12094854247145977483,70291175530,95751306,42278.58,souscription,NABEUL,2017-02-26,109.53,386
Ben Salah,Firas,32093895509151234838,96750859007,85129501,11114.604,souscription,BIZERTE,2015-09-25,102.913,108
Ben Salah,Firas,32093895509151234838,96750859007,85129501,15060.771,souscription,BIZERTE,2017-04-15,101.079,149
Ben Salah,Firas,41592391177954733400,13444309721,99095074,0.0,rachat,LES BERGES DU LAC,2016-05-16,104.489,0
Ben Salah,Firas,41592391177954733400,13444309721,99095074,0.0,rachat,LES BERGES DU LAC,2021-05-01,108.001,0
Ben Salah,Firas,48734452419009613461,52565950263,95931811,0.0,rachat,BEN AROUS,2015-12-05,110.101,0
Ben Salah,Firas,48734452419009613461,52565950263,95931811,0.0,rachat,BEN AROUS,2022-01-16,106.531,0
Ben Salah,Firas,67197262619522864968,7491816756,56304173,0.0,rachat,LA MARSA,2020-04-29,109.253,0
Ben Salah,Firas,76901302777554839608,49340045418,59687761,0.0,rachat,KAIROUAN,2019-05-01,108.762,0
Ben Salah,Firas,76901302777554839608,49340045418,59687761,64966.11,souscription,KAIROUAN,2017-12-08,107.382,605
Ben Salah,NIDAL,02490224280399301052,52342341989,53044877,0.0,rachat,BEN AROUS,2018-06-28,108.019,0
Ben Salah,NIDAL,07296949468409901587,55013207638,93370766,46010.076,souscription,BEJA,2017-04-25,106.014,434
Ben Salah,NIDAL,07296949468409901587,55013207638,93370766,13595.682,souscription,BEJA,2025-09-06,110.534,123
Ben Salah,NIDAL,08468800251900430321,41846838051,9453626,0.0,rachat,MONASTIR,2025-03-04,107.24,0
Ben Salah,NIDAL,32093895509151234838,96750859007,85129501,86737.14,souscription,BIZERTE,2016-02-06,100.74,861
Ben Salah,NIDAL,41592391177954733400,13444309721,99095074,25564.968,souscription,LES BERGES DU LAC,2023-01-22,109.252,234
Ben Salah,NIDAL,41592391177954733400,13444309721,99095074,65857.17,souscription,LES BERGES DU LAC,2014-05-09,106.565,618
Ben Salah,NIDAL,48734452419009613461,52565950263,95931811,96829.296,souscription,BEN AROUS,2017-11-18,109.042,888
Ben Salah,NIDAL,48734452419009613461,52565950263,95931811,32748.543,souscription,BEN AROUS,2023-03-24,108.081,303
Ben Salah,NIDAL,67197262619522864968,7491816756,56304173,62899.375,souscription,LA MARSA,2024-07-04,100.639,625
Ben Salah,NIDAL,76901302777554839608,49340045418,59687761,11677.71,souscription,KAIROUAN,2020-05-17,106.161,110
Ben Salem,Bachir,92791824971549841436,68416188273,68399208,51991.776,souscription,SFAX II,2015-10-27,103.776,501
Ben Salem,Bachir,92791824971549841436,68416188273,68399208,5826.506,rachat,SFAX II,2015-09-21,100.457,58
Ben Salem,Bachir,92791824971549841436,68416188273,68399208,44846.662,rachat,SFAX II,2024-07-08,101.234,443
Ben Salem,Bachir,92791824971549841436,68416188273,68399208,0.0,rachat,SFAX II,2022-12-12,110.477,0
Ben Salem,Bachir,92791824971549841436,68416188273,68399208,83022.0,souscription,SFAX II,2021-07-26,102.75,808
Ben Salem,Bilal,77013825676254930671,76712384503,3126621,0.0,rachat,ENNASR,2022-08-16,102.818,0
Ben Salem,Bilal,77013825676254930671,76712384503,3126621,0.0,rachat,ENNASR,2017-10-14,105.939,0
Ben Salem,Bilal,77013825676254930671,76712384503,3126621,102231.318,souscription,ENNASR,2022-06-15,104.531,978
Ben Salem,Bilal,77013825676254930671,76712384503,3126621,7468.672,rachat,ENNASR,2016-04-23,100.928,74
Ben Salem,Chawki,81360189696529215342,41026011322,67560943,0.0,rachat,LA MARSA,2014-10-20,108.668,0
Ben Salem,Chawki,81360189696529215342,41026011322,67560943,0.0,rachat,LA MARSA,2016-10-20,103.281,0
Ben Salem,Chawki,81360189696529215342,41026011322,67560943,40009.475,souscription,LA MARSA,2015-05-29,109.615,365
Ben Salem,Chawki,81360189696529215342,41026011322,67560943,40268.26,rachat,LA MARSA,2023-07-18,110.324,365
Ben Salem,Chawki,81360189696529215342,41026011322,67560943,0.0,rachat,LA MARSA,2015-09-11,107.126,0
Ben Salha,Ayachi,85964954857184690949,38157769369,25274384,9756.14,souscription,EL MENZAH 4,2024-03-19,106.045,92
Ben Salha,Ayachi,85964954857184690949,38157769369,25274384,65509.92,souscription,EL MENZAH 4,2024-07-22,108.64,603
Ben Salha,Ayachi,85964954857184690949,38157769369,25274384,5415.3,rachat,EL MENZAH 4,2019-01-13,108.306,50
Ben Salha,Ayachi,85964954857184690949,38157769369,25274384,66762.66,rachat,EL MENZAH 4,2022-12-13,103.508,645
Ben Salha,Ayachi,85964954857184690949,38157769369,25274384,98329.224,souscription,EL MENZAH 4,2019-04-24,103.287,952
Ben Slimane,Foued,39554074463532673192,66316201987,50561878,26780.696,souscription,SFAX II,2015-01-02,106.696,251
Ben Slimane,Foued,39554074463532673192,66316201987,50561878,10520.952,rachat,SFAX II,2014-09-02,101.163,104
Ben Slimane,Foued,39554074463532673192,66316201987,50561878,15062.355,rachat,SFAX II,2018-06-18,102.465,147
Ben Slimane,Foued,39554074463532673192,66316201987,50561878,0.0,rachat,SFAX II,2020-05-24,108.709,0
Ben Slimane,Foued,39554074463532673192,66316201987,50561878,38817.87,souscription,SFAX II,2016-01-15,109.655,354
Ben Slimane,Mohamed,77681297598937922742,1584348673,71539548,22671.704,souscription,MONTPLAISIR,2025-03-09,106.942,212
Ben Slimane,Mohamed,77681297598937922742,1584348673,71539548,45979.488,souscription,MONTPLAISIR,2024-08-18,106.434,432
Ben Slimane,Mohamed,77681297598937922742,1584348673,71539548,41515.875,souscription,MONTPLAISIR,2016-01-19,110.709,375
Ben Slimane,Mohamed,77681297598937922742,1584348673,71539548,97308.4,rachat,MONTPLAISIR,2022-01-14,105.77,920
Ben Slimane,Mohamed,77681297598937922742,1584348673,71539548,10022.661,rachat,MONTPLAISIR,2023-04-23,101.239,99
Ben Slimane,Mona Al-Qabati,40958092638242648613,8921083006,67922109,0.0,rachat,MOKNINE,2019-02-07,101.134,0
Ben Slimane,Mona Al-Qabati,40958092638242648613,8921083006,67922109,0.0,rachat,MOKNINE,2023-01-30,104.878,0
Ben Slimane,Mona Al-Qabati,40958092638242648613,8921083006,67922109,17486.4,souscription,MOKNINE,2022-04-10,109.29,160
Ben Slimane,Mona Al-Qabati,40958092638242648613,8921083006,67922109,100427.015,souscription,MOKNINE,2015-12-27,108.805,923
Ben Slimane,Mona Al-Qabati,40958092638242648613,8921083006,67922109,43685.42,rachat,MOKNINE,2017-07-19,101.594,430
Ben Slimane,Sami,57051169056765825310,50715821948,94094456,11619.813,souscription,JENDOUBA,2014-11-12,104.683,111
Ben Slimane,Sami,57051169056765825310,50715821948,94094456,70864.737,souscription,JENDOUBA,2025-08-07,103.151,687
Ben Slimane,Sami,57051169056765825310,50715821948,94094456,88254.012,rachat,JENDOUBA,2025-05-30,110.594,798
Ben Slimane,Sami,57051169056765825310,50715821948,94094456,0.0,rachat,JENDOUBA,2014-05-13,103.239,0
Ben Slimane,Taha,00672406477860272704,57080912682,72363195,0.0,rachat,KAIROUAN,2024-12-03,104.887,0
Ben Slimane,Taha,00672406477860272704,57080912682,72363195,0.0,rachat,KAIROUAN,2014-10-16,107.078,0
Ben Slimane,Taha,00672406477860272704,57080912682,72363195,0.0,rachat,KAIROUAN,2025-03-05,100.286,0
Ben Slimane,Taha,00672406477860272704,57080912682,72363195,0.0,rachat,KAIROUAN,2016-06-24,101.285,0
Ben Slimane,Taha,00672406477860272704,57080912682,72363195,0.0,rachat,KAIROUAN,2022-09-03,109.077,0
Ben Slimene,Nadia,34310734577635360499,51837962731,22495209,0.0,rachat,LES BERGES DU LAC,2020-05-15,107.995,0
Ben Slimene,Nadia,34310734577635360499,51837962731,22495209,71951.005,souscription,LES BERGES DU LAC,2016-06-16,108.197,665
Ben Slimene,Nadia,34310734577635360499,51837962731,22495209,22948.885,souscription,LES BERGES DU LAC,2021-06-22,106.739,215
Ben Slimene,Nadia,34310734577635360499,51837962731,22495209,20668.6,souscription,LES BERGES DU LAC,2018-04-01,103.343,200
Ben Tamar,Tamar,61299361266920246305,19309191330,18111972,0.0,rachat,BARDO,2018-05-02,110.241,0
Ben Tamar,Tamar,61299361266920246305,19309191330,18111972,0.0,rachat,BARDO,2014-03-25,100.842,0
Ben Tamar,Tamar,61299361266920246305,19309191330,18111972,83426.722,souscription,BARDO,2019-11-22,106.006,787
Ben Tamar,Tamar,61299361266920246305,19309191330,18111972,24664.124,rachat,BARDO,2018-10-15,104.509,236
Ben Yahia,Hichem,33398573209637204125,25177278445,70912029,0.0,rachat,DJERBA,2020-07-12,109.345,0
Ben Yahia,Hichem,33398573209637204125,25177278445,70912029,0.0,rachat,DJERBA,2025-05-29,104.101,0
Ben Yahia,Hichem,33398573209637204125,25177278445,70912029,67223.593,souscription,DJERBA,2019-05-26,104.873,641
Ben Yahia,Hichem,33398573209637204125,25177278445,70912029,69333.765,rachat,DJERBA,2019-06-26,108.165,641
Ben Yahia,MAHMOUD,90690729569056530836,70324443723,97492685,38272.365,souscription,SOUSSE SAHLOUL,2016-04-19,110.295,347
Ben Yahia,MAHMOUD,90690729569056530836,70324443723,97492685,89805.248,souscription,SOUSSE SAHLOUL,2023-03-29,102.752,874
Ben Yahia,Mahmoud,34346864996942618990,31783341645,22907106,0.0,rachat,LA MARSA,2021-05-26,106.151,0
Ben Yahia,Mahmoud,34346864996942618990,31783341645,22907106,73365.228,souscription,LA MARSA,2017-09-20,110.158,666
Ben Yahia,Mahmoud,34346864996942618990,31783341645,22907106,22117.19,souscription,LA MARSA,2015-04-11,101.455,218
Ben Yahia,Mahmoud,34346864996942618990,31783341645,22907106,66127.656,rachat,LA MARSA,2023-10-06,108.584,609
Ben Yahia,Mahmoud,34346864996942618990,31783341645,22907106,48027.254,souscription,LA MARSA,2021-05-10,104.863,458
Ben Yahia,Mahmoud,90690729569056530836,70324443723,97492685,0.0,rachat,SOUSSE SAHLOUL,2016-02-25,107.36,0
Ben Yahia,Mahmoud,90690729569056530836,70324443723,97492685,43687.14,souscription,SOUSSE SAHLOUL,2021-01-24,105.78,413
Ben Yahia,Mahmoud,90690729569056530836,70324443723,97492685,20845.58,souscription,SOUSSE SAHLOUL,2015-05-02,106.355,196
Bouaziz,Hédi,49356805627484893849,97553672627,84630702,0.0,rachat,EL MENZAH 4,2015-03-08,105.423,0
Bouaziz,Hédi,49356805627484893849,97553672627,84630702,0.0,rachat,EL MENZAH 4,2019-12-11,106.068,0
Bouaziz,Hédi,49356805627484893849,97553672627,84630702,57394.215,souscription,EL MENZAH 4,2020-01-12,103.413,555
Bouaziz,Hédi,49356805627484893849,97553672627,84630702,72081.288,souscription,EL MENZAH 4,2014-02-26,105.382,684
Bouaziz,Hédi,49356805627484893849,97553672627,84630702,75925.548,souscription,EL MENZAH 4,2025-04-25,109.719,692
Bouhaba,Fouzia,47253692598902176152,29049919162,4779839,15175.627,souscription,BIZERTE,2016-07-16,110.771,137
Bouhaba,Fouzia,47253692598902176152,29049919162,4779839,14308.143,rachat,BIZERTE,2015-07-16,104.439,137
Bouhaba,Fouzia,47253692598902176152,29049919162,4779839,29437.736,souscription,BIZERTE,2018-05-20,103.654,284
Bouhaba,Fouzia,47253692598902176152,29049919162,4779839,30675.124,rachat,BIZERTE,2021-07-26,108.011,284
Bouhaba,Fouzia,47253692598902176152,29049919162,4779839,10402.405,souscription,BIZERTE,2023-03-25,109.499,95
Bouhafa,Soumaya,95094658734674893370,1899156578,76210582,1714.672,souscription,MEGRINE,2023-06-21,107.167,16
Bouhafa,Soumaya,95094658734674893370,1899156578,76210582,63354.075,souscription,MEGRINE,2019-04-27,110.181,575
Bouhafa,Soumaya,95094658734674893370,1899156578,76210582,44967.395,souscription,MEGRINE,2014-07-20,110.485,407
Bouhafa,Soumaya,95094658734674893370,1899156578,76210582,34925.44,souscription,MEGRINE,2018-09-19,106.48,328
Bouhassoun,Mohamed,08249858770858225862,90516344414,53328109,0.0,rachat,DJERBA,2014-11-01,100.537,0
Bouhassoun,Mohamed,08249858770858225862,90516344414,53328109,58843.815,souscription,DJERBA,2022-05-05,100.245,587
Bouhassoun,Mohamed,08249858770858225862,90516344414,53328109,45504.55,souscription,DJERBA,2016-09-12,100.01,455
Bouhassoun,Mohamed,08249858770858225862,90516344414,53328109,49502.623,rachat,DJERBA,2024-05-02,100.411,493
Bouhassoun,Mohamed,08249858770858225862,90516344414,53328109,36063.272,rachat,DJERBA,2015-08-18,109.949,328
Bouhlel,Mohamed,29702449197466478337,545299517,28393576,0.0,rachat,SOUSSE SAHLOUL,2017-02-24,106.747,0
Bouhlel,Mohamed,29702449197466478337,545299517,28393576,88413.195,souscription,SOUSSE SAHLOUL,2014-12-28,104.631,845
Bouhlel,Mohamed,29702449197466478337,545299517,28393576,83364.495,souscription,SOUSSE SAHLOUL,2014-07-26,104.861,795
