id_appel,client_id,agent_id,date_appel,duree,motif,résolution,client_question,agent_response,client_responses
2019021119474405,7046603.0,695496.0,2023-09-06 00:00:00,241.0,Autre question bancaire,Résolu,Bonjour. Je souhaite savoir le dernier paiement éffectué,"Bonjour, comment puis-je vous aider aujourd’hui?","Marcia Moore, 23209784835736992996"
2019021119476966,8380747.0,323639.0,2023-05-08 00:00:00,511.0,Autre question bancaire,Résolu,bonjour je voudrais savoir si je peux changer mon adresse postale,"Bonjour, comment puis-je vous aider aujourd’hui?","Patricia Mckinney, 42424998509"
2019021119474800,3398405.0,279118.0,2023-07-31 00:00:00,337.0,Autre question bancaire,Non Résolu,bonjour je voudrais savoir quel est mon dernier débit,"Bonjour, comment puis-je vous aider aujourd’hui?","Alexandra Kelly, 06777691914307546600"
2019021119474267,9979101.0,615614.0,2023-10-27 00:00:00,20.0,Autre question bancaire,Non Résolu,"Bonjour, je souhaite savoir si j'ai droit a un prêt pour la création d'un site internet","Bonjour, comment puis-je vous aider aujourd’hui?","Morgan Garcia, 89413528770522101506"
2019021119472663,6583361.0,396100.0,2023-05-31 00:00:00,121.0,Autre question bancaire,Non Résolu,"Bonjour, je voudrais savoir si ma demande de prêt à maitrise a été accepté ou non et si je peux faire des emprunts supplémentaire","Bonjour, comment puis-je vous aider aujourd’hui?","Lisa Browning, 35115718412441003801"
10715558,20543733.0,224639.0,2018-02-11 14:07:50,111.0,Autre question bancaire,Résolu,quand ça se charge mon compte,"Bonjour, comment puis-je vous aider aujourd’hui?","Nom, Prenom, 1050000010309000003001"
2019021119477124,9785120.0,243166.0,2023-02-11 00:00:00,12.0,Autre question bancaire,Non Résolu,"bonjour, combien sont les frais de port de mon dernier retrait ?","Bonjour, comment puis-je vous aider aujourd’hui?","Stacey Lane, 06584849023"
2019021119474391,5047547.0,704080.0,2023-10-31 00:00:00,51.0,Autre question bancaire,Non Résolu,bonjour je veux des informations sur mon compte,"Bonjour, comment puis-je vous aider aujourd’hui?","Taylor Ball, 92343804245444689240"
57238469,42252950.0,421972.0,2020-12-01 18:05:20,515.0,Autre question bancaire,Résolu,Bonjour je voulais voir mon compte je n'ai pas de carte je ne peux pas m'enregistrer,"Bonjour, comment puis-je vous aider aujourd’hui?","Mabrouk Hmam, [5790000077900]"
2019021119477229,7470400.0,914502.0,2023-07-24 00:00:00,173.0,Autre question bancaire,Non Résolu,"Bonjour, je voudrais savoir si j'ai reçu un nouveau chèque de mon compte","Bonjour, comment puis-je vous aider aujourd’hui?","Randall Garza II, 61520565865"
2019021119471063,2052622.0,906800.0,2023-10-18 00:00:00,445.0,Autre question bancaire,Résolu,tu peux me dire si j ai le droit de faire une rétractation de mes 2 retraits ?,"Bonjour, comment puis-je vous aider aujourd’hui?","James Ellis, 89032484410234801016"
10531145,71245863.0,100084.0,2022-04-28 11:53:49,222.0,Autre question bancaire,Non Résolu,bonjour,"Bonjour, comment puis-je vous aider aujourd’hui?","Mohamed, Khalil, 21578880653617"
2019021119473725,7570723.0,473423.0,2023-05-31 00:00:00,310.0,Autre question bancaire,Non Résolu,"Bonjour Bonjour, je suis Monsieur Clément, je veux savoir s'il y a des frais d'arrondissement de 0,50€ au niveau de la commande n° 1022649491","Bonjour, comment puis-je vous aider aujourd’hui?","Jeffrey Sparks, 35028677241718269335"
2019021119473537,7289917.0,505152.0,2023-12-21 00:00:00,266.0,Autre question bancaire,Non Résolu,Bonjour je souhaite consulter le dernier trajet pour la ligne 10,"Bonjour, comment puis-je vous aider aujourd’hui?","Samantha Payne, 08012665191193799200"
2019021119472890,6483397.0,682279.0,2023-06-27 00:00:00,374.0,Autre question bancaire,Résolu,Bonjour. J'aimerais savoir si j'ai reçu un prêt ce matin.,"Bonjour, comment puis-je vous aider aujourd’hui?","Rodney Kerr, 10672198212073031668"
2019021119473363,9907532.0,205633.0,2023-11-12 00:00:00,325.0,Autre question bancaire,Non Résolu,bonjoure monsieur je voudrais savoir si je peux changer mon adresse,"Bonjour, comment puis-je vous aider aujourd’hui?","Joshua Rodriguez, 13880425421050134592"
91178880,12827531.0,164326.0,2022-01-07 08:37:26,122.0,Autre question bancaire,Non Résolu,bonjour,"Bonjour, comment puis-je vous aider aujourd’hui?","Ahmed Abo, 0138924504"
2019021119473586,6218721.0,152177.0,2023-11-05 00:00:00,102.0,Autre question bancaire,Résolu,bonjour je suis obsolé au numéro 1129935598,"Bonjour, comment puis-je vous aider aujourd’hui?","Dr. Jennifer Becker, 84005784824956342684"
2019021119474207,6537412.0,845113.0,2023-08-15 00:00:00,491.0,Autre question bancaire,Résolu,Tu as un compte ouvert et tu voudrais savoir comment me le fermer?,"Bonjour, comment puis-je vous aider aujourd’hui?","Erica White, 97582863306120232796"
21543093,22420603.0,114781.0,2022-09-03 17:45:51,154.0,Autre question bancaire,Résolu,"bonjour , je voulais savoir comment j'achète des actionnés","Bonjour, comment puis-je vous aider aujourd’hui?","Mohammed, Ali, 11000000099"
2183605,56531144.0,123754.0,2019-04-10 05:39:27,101.0,Autre question bancaire,Résolu,"Bonjour, peut-être que je peux vous aider ?","Bonjour, comment puis-je vous aider aujourd’hui?","Khaled, Mohamed, 2200000101011"
12242022,90710764.0,332462.0,2022-02-24 17:40:14,263.0,Autre question bancaire,Résolu,bonsjour c est en effet la facture de mon compte,"Bonjour, comment puis-je vous aider aujourd’hui?","Youssef, Amine, 21000281095"
2019021119475460,7214287.0,162206.0,2023-02-09 00:00:00,209.0,Autre question bancaire,Résolu,salut je voudrais savoir si je peux obtenir mon compte numero 493594620 au plus vite,"Bonjour, comment puis-je vous aider aujourd’hui?","Dr. Steven Ford, 63774585026088512642"
77596907,68792481.0,218754.0,2017-02-02 16:22:10,106.0,Autre question bancaire,Résolu,"Bonjour, peut-être que je peux récupérer un compte de courtage ou se faire un nouveau compte de courtage ?","Bonjour, comment puis-je vous aider aujourd’hui?","Abdelhakim, Mohamed, 28054044204"
2019021119474958,1950009.0,256291.0,2023-01-26 00:00:00,399.0,Autre question bancaire,Non Résolu,"Bonjour, je suis à la recherche d'un numéro de compte. Merci.","Bonjour, comment puis-je vous aider aujourd’hui?","William Griffin, 28627669906826584675"
2019021119470829,4608987.0,704218.0,2023-09-24 00:00:00,300.0,Autre question bancaire,Résolu,"Coucou, je désire avoir ma lettre d’information.","Bonjour, comment puis-je vous aider aujourd’hui?","Brendan Baxter, 46985051914967023957"
2261093,2518934.0,203363.0,2022-06-23 15:58:35,3487.0,Autre question bancaire,Résolu,Bonjour ?,"Bonjour, comment puis-je vous aider aujourd’hui?","Khalil, Imed, 2700771018"
2019021119476337,8665045.0,923334.0,2023-03-23 00:00:00,407.0,Autre question bancaire,Non Résolu,Avez vous une carte bancaire,"Bonjour, comment puis-je vous aider aujourd’hui?","Nicholas Fleming, 86677590819"
2019021119471751,6856632.0,664769.0,2023-03-29 00:00:00,64.0,Autre question bancaire,Non Résolu,"bonjour, je voulais savoir si la rechage de mon compte en cours est normal ou non?","Bonjour, comment puis-je vous aider aujourd’hui?","Julian Perry, 95835659820589331758"
13112068,22215026.0,410629.0,2021-06-15 12:33:34,185.0,Autre question bancaire,Non Résolu,Bonjour je souhaite consulter le dernier trajet pour la ligne 10,"Bonjour, comment puis-je vous aider aujourd’hui?","Tarek, Mohamed, 51080130243"
2019021119477155,9492466.0,511083.0,2023-12-11 00:00:00,138.0,Autre question bancaire,Résolu,Bonjour je voulais savoir si j'ai éte débité,"Bonjour, comment puis-je vous aider aujourd’hui?","Diane Lee, 42896417436"
2019021119474950,6342877.0,854974.0,2023-05-21 00:00:00,417.0,Autre question bancaire,Résolu,bonjour je voudrais vérifier mon compte,"Bonjour, comment puis-je vous aider aujourd’hui?","Kathleen Williams, 66991444454969831389"
2019021119471369,6565904.0,133806.0,2023-05-22 00:00:00,405.0,Autre question bancaire,Résolu,je suis en retard pour le paiement de mon echeance  il y a un mois,"Bonjour, comment puis-je vous aider aujourd’hui?","Ann Dominguez, 11076976336561028810"
2019021119472287,4119053.0,487419.0,2023-12-09 00:00:00,213.0,Autre question bancaire,Non Résolu,"Bonjour lafarge, je voudrais savoir si il y a un nouveau produit pour la pose des planchers en béton","Bonjour, comment puis-je vous aider aujourd’hui?","Kevin Allen, 26608400914762268912"
2019021119475673,7252645.0,602692.0,2023-02-01 00:00:00,130.0,Autre question bancaire,Résolu,"Bonjour, comment puis je consulter le montant de mon compte ?","Bonjour, comment puis-je vous aider aujourd’hui?","Mark Butler, 81068645896716787222"
2019021119476140,8557598.0,800777.0,2023-05-16 00:00:00,267.0,Autre question bancaire,Non Résolu,"bonjour, j'aimerai savoir si je peux récupérer les 21€ d'une commande passée le 24 au mois de juin","Bonjour, comment puis-je vous aider aujourd’hui?","Chad Scott, 41166964053"
10531145,71245863.0,100084.0,2022-04-28 11:53:49,222.0,Autre question bancaire,Non Résolu,bonjour,"Bonjour, comment puis-je vous aider aujourd’hui?","Mohamed, Khalil, 21578880653617"
7460811,6206352.0,200198.0,2018-03-13 10:48:52,55.0,Autre question bancaire,Non Résolu,Je voudrais savoir si vous pouvez me donner des informations sur mes dépenses,"Bonjour, comment puis-je vous aider aujourd’hui?","Ahmed, Abdelhakim, 400610501016291551"
221789,3477315.0,612271.0,2016-10-12 11:08:36,402.0,Autre question bancaire,Résolu,voi la bon de command?,"Bonjour, comment puis-je vous aider aujourd’hui?","Abdel, Ali, 0206400102698"
2019021119473930,2189989.0,312973.0,2023-06-21 00:00:00,188.0,Autre question bancaire,Non Résolu,is it possible to transfer xx shares to a friend and do i have to pay any fees?,"Bonjour, comment puis-je vous aider aujourd’hui?","Tammy Gray, 36729118876777981263"
2019021119474575,4500872.0,728622.0,2023-06-07 00:00:00,120.0,Autre question bancaire,Non Résolu,est ce que la dernière opération a été validée,"Bonjour, comment puis-je vous aider aujourd’hui?","Alexis Hale, 33953224056411985344"
22610235,19478694.0,286684.0,2021-11-12 14:57:24,100.0,Autre question bancaire,Résolu,"Bonjour, je voudrais un compte d'épargne en dollars, merci.","Bonjour, comment puis-je vous aider aujourd’hui?","Ahmed Haffar, 52200000639"
6483121,74974923.0,350520.0,2022-10-03 08:26:39,199.0,Autre question bancaire,Résolu,bonjour bonjour je voulais savoir si ma carte économie lancée est bien active,"Bonjour, comment puis-je vous aider aujourd’hui?","Nassim, Yassine, 2453736957"
10000000,52473494.0,200186.0,2022-04-25 11:25:06,448.0,Autre question bancaire,Non Résolu,"bonjour, je voudrais avoir le compte courant 1097089000 a porto ricco","Bonjour, comment puis-je vous aider aujourd’hui?","Mohamed, Mohamed, 524734945200000000000000"
2019021119474746,6365683.0,971427.0,2023-09-21 00:00:00,569.0,Autre question bancaire,Résolu,Est ce que vous pouvez me dire les détails de mon compte ?,"Bonjour, comment puis-je vous aider aujourd’hui?","Christina Adkins, 64564171829363235456"
2019021119475244,7989048.0,258263.0,2023-07-05 00:00:00,6.0,Autre question bancaire,Non Résolu,"salut, ou est le numero de mon compte","Bonjour, comment puis-je vous aider aujourd’hui?","David Martinez, 26759734743942526211"
2019021119475370,6766059.0,335421.0,2023-05-20 00:00:00,284.0,Autre question bancaire,Résolu,Je viens vous poser des questions concernant mon compte bancaire.,"Bonjour, comment puis-je vous aider aujourd’hui?","Jermaine Martinez, 15413521685987472964"
2019021119476682,6788762.0,579341.0,2023-01-21 00:00:00,46.0,Autre question bancaire,Non Résolu,"Bonjour, je souhaite savoir si j'ai droit a un prêt pour la création d'un site internet","Bonjour, comment puis-je vous aider aujourd’hui?","Kelly Johnson, 33958101180"
2019021119471154,6978017.0,137996.0,2023-12-28 00:00:00,440.0,Autre question bancaire,Résolu,bonjour je veux savoir si à 20h le 06/04 à 14h30 j'ai eu un débit de 220 euros,"Bonjour, comment puis-je vous aider aujourd’hui?","Christopher Gibson, 05970835683021241151"
2612844,2526042.0,128464.0,2021-06-30 18:47:02,464.0,Autre question bancaire,Résolu,"Bonjour, j'aimerais un prêt de 5000€, merci!","Bonjour, comment puis-je vous aider aujourd’hui?","Mohamed, Jihed, 300120040006001"
2019021119473591,9001467.0,698729.0,2023-06-06 00:00:00,196.0,Autre question bancaire,Non Résolu,"J’ai une question sur mon compte courant, merci !","Bonjour, comment puis-je vous aider aujourd’hui?","Sara Glenn, 82321514072032137895"
2019021119474742,6062026.0,730935.0,2023-01-07 00:00:00,475.0,Autre question bancaire,Résolu,bonjour madame je voudrais savoir le montant de mon compte,"Bonjour, comment puis-je vous aider aujourd’hui?","Jessica Martin, 06451591607994737213"
13904541,10017705.0,137368.0,2015-07-06 19:00:16,122.0,Autre question bancaire,Non Résolu,"Bonjour, je suis en train de créer mon compte, mais j'ai un problème. Je ne peux pas trouver le numéro de compte pour créer un compte. Je ne suis pas sûr de savoir où le trouver. Je voudrais juste sav","Bonjour, comment puis-je vous aider aujourd’hui?","Abdelhakim, Fatima, 10038974641"
2019021119475266,1649179.0,315020.0,2023-12-01 00:00:00,156.0,Autre question bancaire,Résolu,Bonjour madame je suis client de votre banque depuis 11 ans cela dit je n'ai pas de carte de crédit et je souhaiterai une carte de crédit qui a un limité de 8000 euros merci,"Bonjour, comment puis-je vous aider aujourd’hui?","Erin Wilson, 58607520172458285097"
2320555,211.0,110259.0,2019-01-20 19:50:35,196.0,Autre question bancaire,Non Résolu,"bonjour , je desire connaitre le montant de mes prélèvement","Bonjour, comment puis-je vous aider aujourd’hui?","Ayoub, Abdelhakim, 54901157679"
10134675,63428211.0,406929.0,2019-06-22 14:55:29,119.0,Autre question bancaire,Résolu,"Bonjour, je viens passer une demande de retrait pour mon compte client.","Bonjour, comment puis-je vous aider aujourd’hui?","Nouvel, Youssef, 50000000000167"
2019021119471908,6559475.0,929800.0,2023-12-28 00:00:00,23.0,Autre question bancaire,Résolu,bonjour j\`ai un compte l\`age de 31 ans et j\`ai 900 euros pour le repas ce soir et je voudrais savoir si je peux avoir plus 200 euros pour le repas,"Bonjour, comment puis-je vous aider aujourd’hui?","Erica Munoz, 74806182751436133786"
2019021119472154,9851895.0,639918.0,2023-06-30 00:00:00,342.0,Autre question bancaire,Résolu,bonjour je veux voir mes dernières opération,"Bonjour, comment puis-je vous aider aujourd’hui?","Nichole Pena, 44179777837907658758"
2019021119471067,6280038.0,429269.0,2023-01-13 00:00:00,117.0,Autre question bancaire,Non Résolu,je voudrais savoir si je peux retirer 100 euros en cash sur mon compte,"Bonjour, comment puis-je vous aider aujourd’hui?","Christina Adams, 66125173319798940734"
2019021119475088,2217036.0,812839.0,2023-08-21 00:00:00,439.0,Autre question bancaire,Résolu,"Bonsoir, j'ai voulu retirer un montant sur ma carte bancaire mais je n'ai pas pu le faire. Peut-être allez-vous pouvoir me donner quelques directives pour pouvoir faire ça ?","Bonjour, comment puis-je vous aider aujourd’hui?","Brian Vang, 62215404400630386197"
2019021119475591,4227191.0,971001.0,2023-01-31 00:00:00,584.0,Autre question bancaire,Résolu,"Bonjour. Ça va?  J'ai une question, et je ne sais pas où elle est.  Merci","Bonjour, comment puis-je vous aider aujourd’hui?","John Martin, 15201116760445601891"
2019021119471646,4788827.0,827520.0,2023-02-26 00:00:00,133.0,Autre question bancaire,Résolu,"Bonjour, je voudrais savoir si mon compte est actif","Bonjour, comment puis-je vous aider aujourd’hui?","Jason Blake, 68908883941393189399"
2019021119471127,4813143.0,195942.0,2023-10-29 00:00:00,295.0,Autre question bancaire,Non Résolu,Je voudrais savoir si vous pouvez me donner des informations sur mes dépenses,"Bonjour, comment puis-je vous aider aujourd’hui?","Robert Byrd, 90129676107834480124"
2019021119474031,8388910.0,316081.0,2023-11-21 00:00:00,210.0,Autre question bancaire,Résolu,"bonjour,je voulais savoir quel est l&#039;heure de fermeture de la banque de la poste","Bonjour, comment puis-je vous aider aujourd’hui?","Holly Griffin, 15037604867455715749"
2019021119475929,1808975.0,940115.0,2023-09-20 00:00:00,398.0,Autre question bancaire,Résolu,"Bonjour, je voudrais savoir quand je pourrai retirer mon salaire","Bonjour, comment puis-je vous aider aujourd’hui?","Robert Fuentes, 19641012224014362914"
2612844,2526042.0,128464.0,2021-06-30 18:47:02,464.0,Autre question bancaire,Résolu,"Bonjour, j'aimerais un prêt de 5000€, merci!","Bonjour, comment puis-je vous aider aujourd’hui?","Mohamed, Jihed, 300120040006001"
2019021119477014,3518965.0,425829.0,2023-09-29 00:00:00,347.0,Autre question bancaire,Résolu,bonjour je voudrais etre connecter a mon compte merci,"Bonjour, comment puis-je vous aider aujourd’hui?","Stephanie Rodriguez, 30074667878"
5896378,15525003.0,197250.0,2021-04-18 17:22:03,331.0,Autre question bancaire,Résolu,bonjour ça va?,"Bonjour, comment puis-je vous aider aujourd’hui?","Noureddine, Mohamed, 5602102291"
2019021119472004,7999661.0,316253.0,2023-05-07 00:00:00,510.0,Autre question bancaire,Résolu,"salut, ou est le numero de mon compte","Bonjour, comment puis-je vous aider aujourd’hui?","Lauren Sandoval, 84684895020159620814"
16719205,42714618.0,501833.0,2022-11-15 14:47:26,52.0,Autre question bancaire,Résolu,hi bonjour je voudrais savoir si je peux ajouter un compte courant,"Bonjour, comment puis-je vous aider aujourd’hui?","Mohammed, Yassine, 62200410045"
43211132,1132.0,903170.0,2022-08-17 22:01:06,100.0,Autre question bancaire,Non Résolu,"bonjour monsieur , je suis un client de la banque , je souhaiterait savoir si il y a un compte de départ de 2 000 euros  , si c'est possible avec le tarif libre , merci \n\n\n\n","Bonjour, comment puis-je vous aider aujourd’hui?","Ahmed, Amine, 3710010090869"
2019021119474502,7318495.0,483576.0,2023-07-23 00:00:00,572.0,Autre question bancaire,Résolu,bonjour je veux savoir combien d'action je possede en ce moment,"Bonjour, comment puis-je vous aider aujourd’hui?","David Davis, 50298204925043912335"
2019021119476513,4909601.0,432860.0,2023-09-10 00:00:00,20.0,Autre question bancaire,Non Résolu,hola amigo estoy llamando para hacer una pregunta,"Bonjour, comment puis-je vous aider aujourd’hui?","Vanessa Hansen, 55878415048"
99709817,64209612.0,344823.0,2021-10-21 18:32:03,653.0,Autre question bancaire,Résolu,"Bonjour, j'ai une question à faire, je veux savoir si j'ai le droit de payer mes factures avec ebps ou si j'ai le droit de payer à la poste avec un autre client","Bonjour, comment puis-je vous aider aujourd’hui?","Mahmoud, Khalifa, 10200006109"
2019021119474748,7127312.0,277668.0,2023-09-09 00:00:00,62.0,Autre question bancaire,Non Résolu,Je voudrais un transfert pour le compte 220111110000000. Merci!,"Bonjour, comment puis-je vous aider aujourd’hui?","James Rodriguez, 49991876108420457786"
2019021119471267,1929834.0,615982.0,2023-03-06 00:00:00,7.0,Autre question bancaire,Résolu,salut heureux mercredi bonjour j'aimerais savoir pourquoi je n'ai pas eu de message d'alerte,"Bonjour, comment puis-je vous aider aujourd’hui?","Eric Mason, 59734703645851751825"
2019021119477233,9234049.0,667902.0,2023-06-28 00:00:00,594.0,Autre question bancaire,Non Résolu,"Bonjour, je voulais savoir si j'ai eu un crédit à mes frais de carte ce mois ci","Bonjour, comment puis-je vous aider aujourd’hui?","Lisa Harrington, 39636037636"
2019021119473618,8727303.0,230035.0,2023-06-03 00:00:00,259.0,Autre question bancaire,Résolu,bonjour comment puis je payer mes facture,"Bonjour, comment puis-je vous aider aujourd’hui?","Sally Freeman, 74176725014875684966"
30611358,10102444.0,590235.0,2021-05-10 14:57:47,213.0,Autre question bancaire,Résolu,"Bonjour, je voudrais savoir si ma demande de prêt à maitrise a été accepté ou non et si je peux faire des emprunts supplémentaire","Bonjour, comment puis-je vous aider aujourd’hui?","Mohamed, Mohsin, 12345678901234567890"
2183605,56531144.0,123754.0,2019-04-10 05:39:27,101.0,Autre question bancaire,Résolu,"Bonjour, peut-être que je peux vous aider ?","Bonjour, comment puis-je vous aider aujourd’hui?","Khaled, Mohamed, 2200000101011"
2019021119475147,4661817.0,485108.0,2023-10-04 00:00:00,567.0,Autre question bancaire,Non Résolu,bonjour je voudrais avoir les derniers mouvements sur mon compte,"Bonjour, comment puis-je vous aider aujourd’hui?","Tami Huang, 61370072121521024534"
2019021119476829,6379919.0,985112.0,2023-12-27 00:00:00,277.0,Autre question bancaire,Résolu,Je veux retirer les fonds de mon compte,"Bonjour, comment puis-je vous aider aujourd’hui?","Joshua Tucker, 44695738871"
2019021119472970,3019607.0,270430.0,2023-01-21 00:00:00,194.0,Autre question bancaire,Non Résolu,"bonjour, je voudrais vous poser des questions sur ma carte maestro","Bonjour, comment puis-je vous aider aujourd’hui?","David Anderson, 26868459975785127293"
25705559,52813501.0,429015.0,2021-09-01 16:18:22,435.0,Autre question bancaire,Résolu,"Bonjour, je voulais savoir le montant du compte","Bonjour, comment puis-je vous aider aujourd’hui?","Khalil, Khalil, 4583528892016"
2019021119475766,9866714.0,364780.0,2023-09-30 00:00:00,287.0,Autre question bancaire,Non Résolu,t'as de l'argent dans ton compte,"Bonjour, comment puis-je vous aider aujourd’hui?","Jennifer Mcdonald, 77153543155933138970"
49401100,11673868.0,111088.0,2022-07-23 12:55:10,138.0,Autre question bancaire,Résolu,bonjour je souhaite connaitre les derniers montants versés sur mon compte n°77 37285 65155 848,"Bonjour, comment puis-je vous aider aujourd’hui?","Ayoub, Adel, 773728565155848"
2019021119474875,9849316.0,833587.0,2023-02-08 00:00:00,312.0,Autre question bancaire,Résolu,bonjour c est monsieur smith je veux consulter mon compte d actif merci,"Bonjour, comment puis-je vous aider aujourd’hui?","Tonya Frye, 91739242983922591844"
2019021119471215,7490629.0,563921.0,2023-10-10 00:00:00,331.0,Autre question bancaire,Non Résolu,"Bonjour, comment puis je consulter le montant de mon compte ?","Bonjour, comment puis-je vous aider aujourd’hui?","Ronald Castillo, 42500343309383398963"
2019021119474397,4971819.0,802379.0,2023-11-04 00:00:00,253.0,Autre question bancaire,Résolu,"Bonjour, je voudrais savoir si vous pouvez me dire combien j'ai de compétence en mon compte?","Bonjour, comment puis-je vous aider aujourd’hui?","Alyssa Wilson, 33701391490047894471"
2019021119476195,2888920.0,749493.0,2023-06-05 00:00:00,490.0,Autre question bancaire,Non Résolu,bonjour ça va comment vas tu,"Bonjour, comment puis-je vous aider aujourd’hui?","Angela Oconnell, 23166817842"
19682622,12122820.0,230010.0,2019-08-27 12:59:01,275.0,Autre question bancaire,Non Résolu,"ouais je suis à la recherche de mon compte, c'est a 30897987, si vous pouvez m'aider.","Bonjour, comment puis-je vous aider aujourd’hui?","Youssef Bellal, 30897987"
2019021119472027,4065720.0,756561.0,2023-04-21 00:00:00,182.0,Autre question bancaire,Non Résolu,salut je veut avoir sa facture bancaire vn,"Bonjour, comment puis-je vous aider aujourd’hui?","Blake Woodard, 77523876599734558374"
5087584,74342498.0,155084.0,2020-05-22 12:14:14,349.0,Autre question bancaire,Résolu,"bonjour, je veux savoir si ma carte est valide","Bonjour, comment puis-je vous aider aujourd’hui?","Mohamed Amine, Ayoub, 15431125004"
10134675,63428211.0,406929.0,2019-06-22 14:55:29,119.0,Autre question bancaire,Résolu,"Bonjour, je viens passer une demande de retrait pour mon compte client.","Bonjour, comment puis-je vous aider aujourd’hui?","Nouvel, Youssef, 50000000000167"
72342488,44815763.0,179034.0,2021-10-01 14:50:16,110.0,Autre question bancaire,Non Résolu,"bonjour, je voudrais savoir comment je peux retirer de l'argent en échec avec ma carte maestro?","Bonjour, comment puis-je vous aider aujourd’hui?","Mounir, Mohamed, 4800236594"
2019021119473365,8801115.0,716169.0,2023-02-27 00:00:00,306.0,Autre question bancaire,Résolu,je me sens responsable je suis bien à l'aise,"Bonjour, comment puis-je vous aider aujourd’hui?","Thomas Murray, 94883247640967512117"
2019021119472646,2932477.0,108653.0,2023-09-06 00:00:00,17.0,Autre question bancaire,Résolu,"Bonjour, je voudrais retirer une carte bancaire, c&#x27;est de numéro de carte 4746887578676795","Bonjour, comment puis-je vous aider aujourd’hui?","Travis Bell, 87015225332010288962"
2019021119470777,1362616.0,887986.0,2023-03-19 00:00:00,319.0,Autre question bancaire,Non Résolu,"helllo, where can i find my salaries history in my mobile banking","Bonjour, comment puis-je vous aider aujourd’hui?","Isaiah Tran, 71071903473902504244"
2019021119476321,1145070.0,153032.0,2023-04-03 00:00:00,70.0,Autre question bancaire,Résolu,"je viens d'avoir un avis de chq que j'ai déposé il y a un mois maintenant, je n'ai rien compris, en effet je veux savoir pourquoi le montant m'a été remis dans un autre compte que celui que j","Bonjour, comment puis-je vous aider aujourd’hui?","Nancy Chen, 84636687499"
2019021119473682,9326435.0,689344.0,2023-02-08 00:00:00,320.0,Autre question bancaire,Résolu,"bonjour, pourrais-je avoir vos horaires d'ouverture de votre agence bancaire la plus proche?","Bonjour, comment puis-je vous aider aujourd’hui?","Monica Torres, 92490932055384044568"
2019021119477212,1118282.0,442663.0,2023-08-09 00:00:00,476.0,Autre question bancaire,Résolu,bonjour madame je voudrais savoir si je peux vous demander ce que sont les horaires ouvert de votre agence,"Bonjour, comment puis-je vous aider aujourd’hui?","Scott Donovan, 11344634992"
2019021119473522,3364793.0,158050.0,2023-12-29 00:00:00,470.0,Autre question bancaire,Résolu,bonjour ça va pour les comptes a la caisse de depot et placement du quebec caisse,"Bonjour, comment puis-je vous aider aujourd’hui?","Audrey Lawrence, 02392777220867049291"
2019021119475498,5736893.0,992207.0,2023-09-20 00:00:00,167.0,Autre question bancaire,Non Résolu,"Bonjour, je vous prie de m'envoyer votre code secret et votre numéro de compte","Bonjour, comment puis-je vous aider aujourd’hui?","Willie Hunter, 09767162422922336252"
2019021119474145,9939668.0,692536.0,2023-04-23 00:00:00,273.0,Autre question bancaire,Non Résolu,"Bonjour, je n'arrive pas à payer ma facture","Bonjour, comment puis-je vous aider aujourd’hui?","David Garcia, 57469979118151061328"
2019021119471423,6611471.0,590049.0,2023-12-17 00:00:00,65.0,Autre question bancaire,Non Résolu,hei agent pai sl i'm blocked how can unblock me,"Bonjour, comment puis-je vous aider aujourd’hui?","Eric Manning, 75552465040699082963"
9,45808699.0,280080.0,2021-10-26 17:43:02,223.0,Autre question bancaire,Non Résolu,salut,"Bonjour, comment puis-je vous aider aujourd’hui?","Mohamed, Lahouari, 37900000000681"
29856173,56034098.0,100003.0,2020-03-06 11:27:13,212.0,Autre question bancaire,Résolu,bonjour je viens de payer ma facture mais j'ai beaucoup d'argent sur mon compte et je veux savoir si je peux les mettre de côté,"Bonjour, comment puis-je vous aider aujourd’hui?","Tarik, [REDACTED], 65000290668"
83758633,53040193.0,434837.0,2018-12-27 10:52:01,248.0,Autre question bancaire,Résolu,"bonjour, pourquoi il y a encore 25€ d'écart dans mon compte ? je voudrais savoir quand je pourrai retirer mon argent dans une agence ?","Bonjour, comment puis-je vous aider aujourd’hui?","Mohamed, Ayoub, 57000000102"
2059414,12475387.0,102132.0,2019-10-22 13:00:00,194.0,Autre question bancaire,Non Résolu,"Bonjour comment ça va , je voudrais savoir le montant que je dois payer pour ma facture id 03780275070415140 . Merci","Bonjour, comment puis-je vous aider aujourd’hui?","Djamila, Faiza, 10000000650"
2019021119473924,2145518.0,368596.0,2023-11-20 00:00:00,535.0,Autre question bancaire,Non Résolu,bonjour j'aimerais faire la demande de crédit,"Bonjour, comment puis-je vous aider aujourd’hui?","David Roberts, 21568010271169235678"
2019021119473516,5260677.0,873190.0,2023-06-01 00:00:00,511.0,Autre question bancaire,Non Résolu,"Bonjour, je voudrais savoir si ma demande de prêt à maitrise a été accepté ou non et si je peux faire des emprunts supplémentaire","Bonjour, comment puis-je vous aider aujourd’hui?","Lisa Murphy, 92475486712341798290"
2977790,33692677.0,202873.0,2022-06-11 08:45:14,93.0,Autre question bancaire,Non Résolu,Bonjour,"Bonjour, comment puis-je vous aider aujourd’hui?","Salut, Rib 10065800080150097001"
